Scheme_Code	Scheme_Name	Asset_Value	NAV	Date
134110	SBI Dynamic Asset Allocation Fund - Direct Plan - Growth	16843.90	16.8439	02-Jul-2021
134109	SBI Dynamic Asset Allocation Fund - Regular Plan - Growth	15946.30	15.9463	02-Jul-2021
134111	SBI Dynamic Asset Allocation Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16823.50	16.8235	02-Jul-2021
134108	SBI Dynamic Asset Allocation Fund- Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15949.50	15.9495	02-Jul-2021
147406	Shriram Balanced Advantage Fund - Direct Growth	18697.40	18.6974	17-Jun-2025
147403	Shriram Balanced Advantage Fund - Direct- IDCW	18570.70	18.5707	17-Jun-2025
147405	Shriram Balanced Advantage Fund - Regular Growth	16722.10	16.7221	17-Jun-2025
147404	Shriram Balanced Advantage Fund - Regular-IDCW	16744.00	16.744	17-Jun-2025
149717	Sundaram Balanced Advantage Fund ( Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Growth Option	40871.70	40.8717	17-Jun-2025
149718	Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option	19182.40	19.1824	17-Jun-2025
149715	Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Growth Option	34884.50	34.8845	17-Jun-2025
149716	Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Monthly Income Distribution CUM Capital Withdrawal Option	15711.80	15.7118	17-Jun-2025
146006	TATA Balanced Advantage Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option	22505.70	22.5057	17-Jun-2025
146008	TATA Balanced Advantage Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	22505.70	22.5057	17-Jun-2025
146005	TATA Balanced Advantage Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	20342.60	20.3426	17-Jun-2025
146009	TATA Balanced Advantage Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	20342.60	20.3426	17-Jun-2025
146010	Tata Balanced Advantage Fund-Direct Plan-Growth	22505.70	22.5057	17-Jun-2025
146007	Tata Balanced Advantage Fund-Regular Plan-Growth	20342.60	20.3426	17-Jun-2025
153376	Unifi Dynamic Asset Allocation Fund - Direct Growth	10247.30	10.2473	17-Jun-2025
153377	Unifi Dynamic Asset Allocation Fund - Regular Growth	10231.20	10.2312	17-Jun-2025
142038	Union Balanced Advantage Fund - Direct Plan - Growth Option	21520.00	21.52	17-Jun-2025
142037	Union Balanced Advantage Fund - Direct Plan - IDCW Option	21520.00	21.52	17-Jun-2025
142035	Union Balanced Advantage Fund - Regular Plan - Growth Option	19990.00	19.99	17-Jun-2025
142036	Union Balanced Advantage Fund - Regular Plan - IDCW Option	19990.00	19.99	17-Jun-2025
100646	UTI - Unit Linked Insurance Plan	41924.90	41.9249	17-Jun-2025
120784	UTI - Unit Linked Insurance Plan- Direct	45325.80	45.3258	17-Jun-2025
151885	UTI Balanced Advantage Fund - Direct Plan - Growth Option	12889.20	12.8892	17-Jun-2025
151883	UTI Balanced Advantage Fund - Direct Plan - Payout of IDCW Option	12889.20	12.8892	17-Jun-2025
151882	UTI Balanced Advantage Fund - Regular Plan - Growth Option	12560.60	12.5606	17-Jun-2025
151884	UTI Balanced Advantage Fund - Regular Plan - Payout of IDCW Option	12560.70	12.5607	17-Jun-2025
151267	WhiteOak Capital Balanced Advantage Fund Direct Plan Growth	14734.00	14.734	17-Jun-2025
151268	WhiteOak Capital Balanced Advantage Fund Regular Plan Growth	14183.00	14.183	17-Jun-2025
132996	Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW	15780.00	15.78	17-Jun-2025
132995	Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth	24180.00	24.18	17-Jun-2025
132997	Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW	13420.00	13.42	17-Jun-2025
132998	Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth	21840.00	21.84	17-Jun-2025
135120	Axis Equity Savings Fund - Direct Plan - Growth	24830.00	24.83	17-Jun-2025
135121	Axis Equity Savings Fund - Direct Plan - Monthly IDCW	13830.00	13.83	17-Jun-2025
135124	Axis Equity Savings Fund - Direct Plan - Quarterly IDCW	14280.00	14.28	17-Jun-2025
139520	Axis Equity Savings Fund - Direct Plan - Regular IDCW	13410.00	13.41	17-Jun-2025
135122	Axis Equity Savings Fund - Regular Plan - Growth	21960.00	21.96	17-Jun-2025
135123	Axis Equity Savings Fund - Regular Plan - Monthly IDCW	11820.00	11.82	17-Jun-2025
135125	Axis Equity Savings Fund - Regular Plan - Quarterly IDCW	12400.00	12.40	17-Jun-2025
139521	Axis Equity Savings Fund - Regular Plan - Regular IDCW	12640.00	12.64	17-Jun-2025
108995	BANDHAN Equity Savings Fund - Regular Plan - Growth	31059.00	31.059	17-Jun-2025
108992	BANDHAN Equity Savings Fund - Regular Plan - Monthly IDCW	11043.00	11.043	17-Jun-2025
133682	BANDHAN Equity Savings Fund - Regular Plan -Annual IDCW	12815.00	12.815	17-Jun-2025
108993	BANDHAN Equity Savings Fund -B-DIVIDEND	12360.85	12.36084532	17-Feb-2017
108994	BANDHAN Equity Savings Fund -B-GROWTH	16011.40	16.0114	08-Jan-2015
143259	BANDHAN Equity Savings Fund- Regular Plan -Quarterly IDCW	13050.00	13.050	17-Jun-2025
143258	BANDHAN Equity Savings Fund-Direct Plan -Quarterly IDCW	13630.00	13.630	17-Jun-2025
133681	BANDHAN Equity Savings Fund-Direct Plan-Annual IDCW	14126.00	14.126	17-Jun-2025
118477	BANDHAN Equity Savings Fund-Direct Plan-Growth	34451.00	34.451	17-Jun-2025
118476	BANDHAN Equity Savings Fund-Direct Plan-Monthly IDCW	11658.00	11.658	17-Jun-2025
147496	Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth	17609.50	17.6095	17-Jun-2025
147498	Baroda BNP Paribas Equity Savings Fund - Direct Plan - IDCW	14159.10	14.1591	17-Jun-2025
147494	Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth	16518.80	16.5188	17-Jun-2025
147495	Baroda BNP Paribas Equity Savings Fund - Regular Plan - IDCW	13285.10	13.2851	17-Jun-2025
136567	DSP Equity Savings Fund - Direct Plan - Growth	24338.00	24.338	17-Jun-2025
136568	DSP Equity Savings Fund - Direct Plan - IDCW	13988.00	13.988	17-Jun-2025
136569	DSP Equity Savings Fund - Direct Plan - IDCW - Monthly	17599.00	17.599	17-Jun-2025
136570	DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly	17584.00	17.584	17-Jun-2025
136563	DSP Equity Savings Fund - Regular Plan - Growth	21725.00	21.725	17-Jun-2025
136564	DSP Equity Savings Fund - Regular Plan - IDCW	12613.00	12.613	17-Jun-2025
136565	DSP Equity Savings Fund - Regular Plan - IDCW - Monthly	14091.00	14.091	17-Jun-2025
136566	DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly	14159.00	14.159	17-Jun-2025
140350	Edelweiss Equity Savings Fund - Direct Plan - Bonus Option	27465.50	27.4655	17-Jun-2025
140347	Edelweiss Equity Savings Fund - Direct Plan - Growth Option	27453.70	27.4537	17-Jun-2025
140348	Edelweiss Equity Savings Fund - Direct Plan - IDCW Option	19956.50	19.9565	17-Jun-2025
141933	Edelweiss Equity Savings Fund - Direct Plan - Monthly - IDCW Option	16227.70	16.2277	17-Jun-2025
140352	Edelweiss Equity Savings Fund - Regular Plan - Bonus Option	23610.20	23.6102	18-Nov-2024
140351	Edelweiss Equity Savings Fund - Regular Plan - Growth Option	24892.70	24.8927	17-Jun-2025
140349	Edelweiss Equity Savings Fund - Regular Plan - IDCW Option	17204.30	17.2043	17-Jun-2025
141934	Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option	14354.80	14.3548	17-Jun-2025
144462	Franklin India Equity Savings Fund - Direct - IDCW	15462.30	15.4623	17-Jun-2025
144465	Franklin India Equity Savings Fund - Direct - Monthly - IDCW	13971.00	13.9710	17-Jun-2025
144467	Franklin India Equity Savings Fund - Direct - Quarterly - IDCW	13906.00	13.9060	17-Jun-2025
144468	Franklin India Equity Savings Fund - IDCW	14093.10	14.0931	17-Jun-2025
144464	Franklin India Equity Savings Fund - Monthly - IDCW	13381.70	13.3817	17-Jun-2025
144463	Franklin India Equity Savings Fund - Quarterly - IDCW	12399.90	12.3999	17-Jun-2025
144461	Franklin India Equity Savings Fund- Growth	16289.10	16.2891	17-Jun-2025
144466	Franklin India Equity Savings Fund- Growth Direct	17790.90	17.7909	17-Jun-2025
119128	HDFC Equity Savings Fund - Growth Option - Direct Plan	73338.00	73.338	17-Jun-2025
101585	HDFC Equity Savings Fund - GROWTH PLAN	65566.00	65.566	17-Jun-2025
119129	HDFC Equity Savings Fund - IDCW Option - Direct Plan	15516.00	15.516	17-Jun-2025
101586	HDFC Equity Savings Fund - IDCW PLAN	13053.00	13.053	17-Jun-2025
151060	HSBC Equity Savings Fund - Direct Growth	35976.70	35.9767	17-Jun-2025
151061	HSBC Equity Savings Fund - Direct Monthly IDCW	16841.90	16.8419	17-Jun-2025
151059	HSBC Equity Savings Fund - Direct Quarterly IDCW	17686.30	17.6863	17-Jun-2025
151058	HSBC Equity Savings Fund - Regular Growth	32453.10	32.4531	17-Jun-2025
151056	HSBC Equity Savings Fund - Regular Monthly IDCW	14908.00	14.908	17-Jun-2025
151057	HSBC Equity Savings Fund - Regular Quarterly IDCW	16035.60	16.0356	17-Jun-2025
133051	ICICI Prudential Equity Savings Fund - Cumulative option	22460.00	22.46	17-Jun-2025
133054	ICICI Prudential Equity Savings Fund - Direct Plan - Cumulative option	24100.00	24.10	17-Jun-2025
133056	ICICI Prudential Equity Savings Fund - Direct Plan - Half Yearly IDCW	15600.00	15.60	16-Sep-2022
133049	ICICI Prudential Equity Savings Fund - Direct Plan - Monthly IDCW	14380.00	14.38	16-Sep-2022
133052	ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW	15930.00	15.93	17-Jun-2025
133057	ICICI Prudential Equity Savings Fund - Half Yearly IDCW	14350.00	14.35	16-Sep-2022
133050	ICICI Prudential Equity Savings Fund - Monthly IDCW	12170.00	12.17	16-Sep-2022
133053	ICICI Prudential Equity Savings Fund - Quarterly IDCW	13490.00	13.49	17-Jun-2025
146457	Invesco India Equity Savings Fund - Direct Plan - Growth	18780.10	18.7801	17-Jun-2025
146458	Invesco India Equity Savings Fund - Direct Plan - IDCW (Payout / Reinvestment)	18704.50	18.7045	17-Jun-2025
146456	Invesco India Equity Savings Fund - Regular Plan - Growth	16905.60	16.9056	17-Jun-2025
146455	Invesco India Equity Savings Fund - Regular Plan - IDCW (Payout / Reinvestment)	16904.00	16.904	17-Jun-2025
131373	Kotak Equity Savings Fund - Direct - Growth	28338.70	28.3387	17-Jun-2025
131375	Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option	20344.40	20.3444	17-Jun-2025
131372	Kotak Equity Savings Fund - Regular - Growth	25824.00	25.824	17-Jun-2025
131374	Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option	18907.40	18.9074	17-Jun-2025
151952	LIC MF Equity Savings Fund-Direct Plan-Growth	31202.80	31.2028	17-Jun-2025
151953	LIC MF Equity Savings Fund-Direct Plan-Monthly IDCW	21075.90	21.0759	17-Jun-2025
151954	LIC MF Equity Savings Fund-Direct Plan-Quarterly IDCW	17382.40	17.3824	17-Jun-2025
151950	LIC MF Equity Savings Fund-Regular Plan-Growth	27678.70	27.6787	17-Jun-2025
151949	LIC MF Equity Savings Fund-Regular Plan-Monthly IDCW	21807.00	21.807	17-Jun-2025
151951	LIC MF Equity Savings Fund-Regular Plan-Quarterly IDCW	20617.40	20.6174	17-Jun-2025
140444	Mahindra Manulife Equity Savings Fund - Direct Plan -Growth	23664.40	23.6644	17-Jun-2025
140447	Mahindra Manulife Equity Savings Fund - Regular Plan - Growth	20305.90	20.3059	17-Jun-2025
140442	Mahindra Manulife Equity Savings Fund -Direct Plan -Dividend	16971.90	16.9719	17-Jun-2025
140446	Mahindra Manulife Equity Savings Fund -Regular Plan -Dividend	13970.50	13.9705	17-Jun-2025
145694	Mirae Asset Equity Savings Fund Direct IDCW	13980.00	13.980	17-Jun-2025
145696	Mirae Asset Equity Savings Fund Regular IDCW	12933.00	12.933	17-Jun-2025
145693	Mirae Asset Equity Savings Fund- Direct Plan- Growth	21504.00	21.504	17-Jun-2025
145695	Mirae Asset Equity Savings Fund- Regular Plan- Growth	20103.00	20.103	17-Jun-2025
148276	NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - IDCW Option	0.00	0.0000	17-Jun-2025
148277	NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - MONTHLY IDCW Option	0.00	0.0000	17-Jun-2025
148275	NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - QUARTERLY IDCW Option	0.00	0.0000	17-Jun-2025
148278	NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.00	0.0000	17-Jun-2025
148282	NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option	0.00	0.0000	17-Jun-2025
148281	NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.00	0.0000	17-Jun-2025
134597	NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - IDCW Option	15074.80	15.0748	17-Jun-2025
134599	NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - MONTHLY IDCW Option	14857.40	14.8574	17-Jun-2025
134601	NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option	14843.00	14.8430	17-Jun-2025
134596	NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option	13609.50	13.6095	17-Jun-2025
134598	NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option	13424.40	13.4244	17-Jun-2025
134600	NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option	13415.00	13.4150	17-Jun-2025
147691	Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option	682.80	0.6828	21-Mar-2025
147697	Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option	682.80	0.6828	21-Mar-2025
147692	NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	588.60	0.5886	21-Mar-2025
147693	NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option	580.10	0.5801	21-Mar-2025
147698	NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	579.50	0.5795	21-Mar-2025
147695	Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option	652.00	0.6520	21-Mar-2025
147700	Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option	652.00	0.6520	21-Mar-2025
147694	NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	558.60	0.5586	21-Mar-2025
147699	NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option	550.90	0.5509	21-Mar-2025
147696	NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	550.50	0.5505	21-Mar-2025
148273	Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option	0.00	0.0000	17-Jun-2025
148274	Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option	0.00	0.0000	17-Jun-2025
148279	Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option	0.00	0.0000	17-Jun-2025
148280	Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option	0.00	0.0000	17-Jun-2025
134595	Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option	17487.90	17.4879	17-Jun-2025
134594	Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option	17487.90	17.4879	17-Jun-2025
134602	Nippon India Equity Savings Fund- Growth Plan- Bonus Option	15886.70	15.8867	17-Jun-2025
134593	Nippon India Equity Savings Fund- Growth Plan- Growth Option	15886.70	15.8867	17-Jun-2025
138371	PGIM India Equity Savings Fund - Annual Dividend option	15073.10	15.0731	17-Jun-2025
138375	PGIM India Equity Savings Fund - Direct Plan - Annual Dividend	15953.60	15.9536	17-Jun-2025
138376	PGIM India Equity Savings Fund - Direct Plan - Growth	55524.30	55.5243	17-Jun-2025
142427	PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option	12373.50	12.3735	05-Mar-2021
138377	PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend	14050.50	14.0505	17-Jun-2025
138378	PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend	12792.30	12.7923	05-Mar-2021
142428	PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option	12132.90	12.1329	05-Mar-2021
138372	PGIM India Equity Savings Fund - Growth Option	49050.10	49.0501	17-Jun-2025
138369	PGIM India Equity Savings Fund - Monthly Dividend option	12818.70	12.8187	17-Jun-2025
138370	PGIM India Equity Savings Fund - Quarterly  Dividend	12363.90	12.3639	05-Mar-2021
142426	PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option	12117.90	12.1179	05-Mar-2021
134643	SBI Equity Savings Fund - Direct Plan - Growth	26287.80	26.2878	17-Jun-2025
134641	SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	24062.50	24.0625	17-Jun-2025
134640	SBI Equity Savings Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	24893.90	24.8939	17-Jun-2025
134644	SBI Equity Savings Fund - Regular Plan - Growth	23849.90	23.8499	17-Jun-2025
134639	SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	22111.40	22.1114	17-Jun-2025
134642	SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	22553.00	22.5530	17-Jun-2025
149677	Sundaram Equity Savings Fund (Formerly Known as  Principal Equity Savings Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option - Half Yearly	16791.40	16.7914	17-Jun-2025
149679	Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Direct Plan - Growth Option	81312.60	81.3126	17-Jun-2025
149674	Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Growth Option	70136.20	70.1362	17-Jun-2025
149676	Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) -Quarterly Income Distribution CUM Capital Withdrawal	16926.20	16.9262	17-Jun-2025
149678	Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Quarterly	24677.60	24.6776	17-Jun-2025
149675	Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Half Yearly Income Distribution CUM Capital Withdrawal	15670.50	15.6705	17-Jun-2025
101906	Tata Equity Savings Fund -Regular Plan-Growth Option	54844.00	54.8440	17-Jun-2025
119960	Tata Equity Savings Fund- Direct Plan- Growth Option	61781.50	61.7815	17-Jun-2025
102118	Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option	26273.60	26.2736	17-Jun-2025
101609	TATA Equity Savings Fund- Regular Plan -Monthly Payout of IDCW option	17563.10	17.5631	17-Jun-2025
119958	Tata Equity Savings Fund-Direct Plan - Monthly Payout of IDCW Option	21478.60	21.4786	17-Jun-2025
119959	Tata Equity Savings Fund-Direct Plan - Periodic Payout of IDCWS Option	30187.70	30.1877	17-Jun-2025
144312	Union Equity Savings Fund - Direct Plan - Growth Option	17350.00	17.35	17-Jun-2025
144313	Union Equity Savings Fund - Direct Plan - IDCW Option	17350.00	17.35	17-Jun-2025
144310	Union Equity Savings Fund - Regular Plan - Growth Option	16700.00	16.70	17-Jun-2025
144311	Union Equity Savings Fund - Regular Plan - IDCW Option	16700.00	16.70	17-Jun-2025
144490	UTI Equity Savings Fund - Direct Plan - Growth Option	19350.80	19.3508	17-Jun-2025
144491	UTI Equity Savings Fund - Direct Plan - IDCW	19350.70	19.3507	17-Jun-2025
144489	UTI Equity Savings Fund - Direct Plan - Monthly IDCW	19351.80	19.3518	17-Jun-2025
144488	UTI Equity Savings Fund - Direct Plan - Quarterly IDCW	19350.70	19.3507	17-Jun-2025
144484	UTI Equity Savings Fund - Regular Plan - Growth Option	18204.40	18.2044	17-Jun-2025
144485	UTI Equity Savings Fund - Regular Plan - IDCW	18204.40	18.2044	17-Jun-2025
144486	UTI Equity Savings Fund - Regular Plan - Monthly IDCW	18204.50	18.2045	17-Jun-2025
144487	UTI Equity Savings Fund - Regular Plan - Quarterly IDCW	18204.40	18.2044	17-Jun-2025
153355	WhiteOak Capital Equity Savings Fund Direct Plan Growth	10571.00	10.571	17-Jun-2025
153356	WhiteOak Capital Equity Savings Fund Regular Plan Growth	10532.00	10.532	17-Jun-2025
151307	Aditya Birla Sun Life Multi Asset Allocation Fund-Direct Growth	15232.30	15.2323	17-Jun-2025
151308	Aditya Birla Sun Life Multi Asset Allocation Fund-Direct IDCW	14204.10	14.2041	17-Jun-2025
151309	Aditya Birla Sun Life Multi Asset Allocation Fund-Regular Growth	14704.70	14.7047	17-Jun-2025
151310	Aditya Birla Sun Life Multi Asset Allocation Fund-Regular IDCW	13168.40	13.1684	17-Jun-2025
120524	Axis Multi Asset Allocation Fund - Direct Plan - Growth Option	45922.40	45.9224	17-Jun-2025
120523	Axis Multi Asset Allocation Fund - Direct Plan - Monthly IDCW	25852.50	25.8525	17-Jun-2025
113064	Axis Multi Asset Allocation Fund - Regular Plan - Growth Option	39623.70	39.6237	17-Jun-2025
113065	Axis Multi Asset Allocation Fund - Regular Plan - Monthly IDCW	19177.90	19.1779	17-Jun-2025
152639	Bajaj Finserv Multi Asset Allocation Fund - Direct Growth	11126.80	11.1268	17-Jun-2025
152641	Bajaj Finserv Multi Asset Allocation Fund - Direct IDCW	11126.80	11.1268	17-Jun-2025
152642	Bajaj Finserv Multi Asset Allocation Fund - Regular Growth	10949.50	10.9495	17-Jun-2025
152640	Bajaj Finserv Multi Asset Allocation Fund - Regular IDCW	10949.50	10.9495	17-Jun-2025
152324	Bandhan Multi Asset Allocation Fund - Direct Plan - Growth	12468.70	12.4687	17-Jun-2025
152323	Bandhan Multi Asset Allocation Fund - Direct Plan - IDCW	12468.70	12.4687	17-Jun-2025
152326	Bandhan Multi Asset Allocation Fund - Regular Plan - Growth	12200.10	12.2001	17-Jun-2025
152325	Bandhan Multi Asset Allocation Fund - Regular Plan - IDCW	12200.10	12.2001	17-Jun-2025
152396	Bank of India Multi Asset Allocation Fund-Direct Plan-Growth	11509.00	11.5090	17-Jun-2025
152399	Bank of India Multi Asset Allocation Fund-Direct Plan-IDCW	11509.60	11.5096	17-Jun-2025
152398	Bank of India Multi Asset Allocation Fund-Regular Plan-Growth	11362.50	11.3625	17-Jun-2025
152395	Bank of India Multi Asset Allocation Fund-Regular Plan-IDCW	11363.60	11.3636	17-Jun-2025
150865	Baroda BNP Paribas Multi Asset Fund - Direct Plan - Growth Option	15365.60	15.3656	17-Jun-2025
150866	Baroda BNP Paribas Multi Asset Fund - Direct Plan - IDCW Option	14928.90	14.9289	17-Jun-2025
150863	Baroda BNP Paribas Multi Asset Fund - Regular Plan - Growth Option	14820.80	14.8208	17-Jun-2025
150864	Baroda BNP Paribas Multi Asset Fund - Regular Plan - IDCW Option	14151.50	14.1515	17-Jun-2025
153465	Canara Robeco Multi Asset Allocation Fund - Direct Plan - Growth	10030.00	10.0300	17-Jun-2025
153468	Canara Robeco Multi Asset Allocation Fund - Direct Plan - IDCW	10030.00	10.0300	17-Jun-2025
153466	Canara Robeco Multi Asset Allocation Fund - Regular Plan - Growth	10020.00	10.0200	17-Jun-2025
153467	Canara Robeco Multi Asset Allocation Fund - Regular Plan - IDCW	10020.00	10.0200	17-Jun-2025
152056	DSP Multi Asset Allocation Fund - Direct - Growth	13933.90	13.9339	17-Jun-2025
152055	DSP Multi Asset Allocation Fund - Direct - IDCW	13276.60	13.2766	17-Jun-2025
152053	DSP Multi Asset Allocation Fund - Regular - Growth	13603.20	13.6032	17-Jun-2025
152054	DSP Multi Asset Allocation Fund - Regular - IDCW	12948.50	12.9485	17-Jun-2025
151792	Edelweiss Multi Asset Allocation Fund - Direct Plan - Growth	11731.30	11.7313	17-Jun-2025
151793	Edelweiss Multi Asset Allocation Fund - Direct Plan - IDCW Option	11731.30	11.7313	17-Jun-2025
151795	Edelweiss Multi Asset Allocation Fund - Regular Plan - Growth	11658.00	11.6580	17-Jun-2025
151794	Edelweiss Multi Asset Allocation Fund - Regular Plan - IDCW Option	11658.00	11.6580	17-Jun-2025
103131	HDFC Multi-Asset Fund - Growth Option	70956.00	70.956	17-Jun-2025
119131	HDFC Multi-Asset Fund - Growth Option - Direct Plan	79096.00	79.096	17-Jun-2025
103130	HDFC Multi-Asset Fund - IDCW Option	17073.00	17.073	17-Jun-2025
119130	HDFC Multi-Asset Fund - IDCW Option - Direct Plan	21076.00	21.076	17-Jun-2025
152380	HSBC Multi Asset Allocation Fund - Direct - Growth	11849.20	11.8492	17-Jun-2025
152381	HSBC Multi Asset Allocation Fund - Direct - IDCW	11849.20	11.8492	17-Jun-2025
152378	HSBC Multi Asset Allocation Fund - Regular - Growth	11639.30	11.6393	17-Jun-2025
152379	HSBC Multi Asset Allocation Fund - Regular - IDCW	11639.30	11.6393	17-Jun-2025
120334	ICICI Prudential Multi-Asset Fund - Direct Plan - Growth	831658.60	831.6586	17-Jun-2025
120335	ICICI Prudential Multi-Asset Fund - Direct Plan - IDCW	57130.50	57.1305	17-Jun-2025
101144	ICICI Prudential Multi-Asset Fund - Growth	756292.70	756.2927	17-Jun-2025
101143	ICICI Prudential Multi-Asset Fund - IDCW	34315.60	34.3156	17-Jun-2025
115269	ICICI Prudential Multi-Asset Fund- Institutional Growth Option	22849.00	22.849	24-Apr-2020
104898	ICICI Prudential Multi-Asset Fund-Institutional Option - I	43012.90	43.0129	18-Jun-2018
153047	Invesco India Multi Asset Allocation Fund - Direct Plan - Growth	10790.00	10.79	17-Jun-2025
153049	Invesco India Multi Asset Allocation Fund - Direct Plan - IDCW	10790.00	10.79	17-Jun-2025
153046	Invesco India Multi Asset Allocation Fund - Growth	10710.00	10.71	17-Jun-2025
153048	Invesco India Multi Asset Allocation Fund - IDCW	10720.00	10.72	17-Jun-2025
152064	Kotak Multi Asset Allocation Fund - Direct Plan - Growth Option	13416.00	13.416	17-Jun-2025
152063	Kotak Multi Asset Allocation Fund - Direct Plan - IDCW Option	13415.00	13.415	17-Jun-2025
152065	Kotak Multi Asset Allocation Fund - Regular Plan - Growth Option	13087.00	13.087	17-Jun-2025
152066	Kotak Multi Asset Allocation Fund - Regular Plan - IDCW Option	13087.00	13.087	17-Jun-2025
153246	LIC MF Multi Asset Allocation Fund-Direct Plan-Growth	11193.60	11.1936	17-Jun-2025
153247	LIC MF Multi Asset Allocation Fund-Direct Plan-IDCW	11193.60	11.1936	17-Jun-2025
